contestantName,rank,currentRating
Gimnàstic Tarragona,867,69.4207357705
Diósgyőr,868,69.4174498537
ASEC Mimosas,869,69.4074769843
Amiens SC,870,69.3703524984
Kalmar,871,69.3612252737
Wadi Degla,872,69.3563801479
Al Ahli Benghazi,873,69.3521654891
Västerås,874,69.3451614921
Motherwell,875,69.3404154075
Saarbrücken,876,69.3374947475
Unión Magdalena,877,69.3239719828
Delfín,878,69.3086387475
Neftchi,879,69.2989826694
Kryvbas KR,880,69.2940505962
Clermont,881,69.2893046722
Sporting San Miguelito,882,69.2892365081
Eldense,883,69.2652102113
Asante Kotoko,884,69.2526990794
Club Africain,885,69.2443026848
Viktoria Köln,886,69.240020959
Osnabrück,887,69.2381956672
Mantova,888,69.2360053199
Deportivo La Guaira,889,69.2264990675
Racing Córdoba,890,69.2235786279
União de Leiria,891,69.1932941846
Al Quwa Al Jawiya,892,69.1889010558
Vinotinto de Ecuador,893,69.1856134274
Gol Gohar,894,69.1755930936
Olympiakos Nicosia,895,69.1710264657
Panaitolikos,896,69.1524094451
Tokushima Vortis,897,69.1516631128
Marítimo,898,69.1425534684
Prishtina,899,69.1343240389
Vipers,900,69.1331299642
Everton,901,69.1326827728
Vllaznia Shkodër,902,69.1264920151
Real España,903,69.1222098421
Sportivo Luqueño,904,69.1162563961
Racing de Ferrol,905,69.110065706
Louisville City,906,69.1089024691
Port Vale,907,69.1005750312
Nancy,908,69.0965597638
Daegu,909,69.0837677271
Exeter City,910,69.0779436638
Kawkab Marrakech,911,69.073099448
Kifisia,912,69.048012378
Bastia,913,69.0352370105
Swindon Town,914,69.0199067128
San Telmo,915,68.9899618
Chaves,916,68.9750117403
Guabirá,917,68.9268184807
Derry City,918,68.9250083503
Ciudad de Bolívar,919,68.9176939431
Pescara,920,68.9100441558
CSKA 1948 Sofia,921,68.8983648882
Heart of Lions,922,68.8884116168
Shelbourne,923,68.8877806304
Nasaf,924,68.8839520144
Deportes Limache,925,68.8501740894
Academico Viseu,926,68.8403348753
Aberdeen,927,68.8363203033
Kaizer Chiefs,928,68.821987952
Mladá Boleslav,929,68.8162476049
Omiya Ardija,930,68.8103920709
Petrolul 52,931,68.7994597363
Pyunik,932,68.7983648818
Winterthur,933,68.7969050771
Aurora,934,68.7939173303
AF Elbasani,935,68.7841318466
Operário PR,936,68.7841170665
UTS Rabat,937,68.7727195524
Yelimay Semey,938,68.7717236698
Stellenbosch,939,68.7701649388
Tarazona,940,68.7666144504
SJK,941,68.7629650187
Hapoel Tel Aviv,942,68.7542064188
Ural,943,68.737784182
Sportivo Ameliano,944,68.7107643384
Struga,945,68.7078596806
Strømsgodset,946,68.6998312576
Western Sydney Wanderers,947,68.6961657359
Saint Eloi Lupopo,948,68.6951545653
Kazincbarcika,949,68.6947222836
WSG Tirol,950,68.681585002
Asteras Tripolis,951,68.67355672
Kilmarnock,952,68.6545809522
Dijon,953,68.6472826441
JEF United,954,68.6312102395
Excelsior,955,68.6126161671
Hermannstadt,956,68.5983848989
Vegalta Sendai,957,68.5983686472
Ñublense,958,68.5969105111
ES Mostaganem,959,68.5720132055
NAC Breda,960,68.5662738175
Arsenal,961,68.5618803093
Western United,962,68.5502022846
Petrojet,963,68.5420920225
Alianza Atlético,964,68.5374326346
Real Estelí,965,68.5340791402
Sheriff,966,68.526135937
Ried,967,68.5224870923
Walsall,968,68.5173787247
Sabadell,969,68.5173787247
Mérida,970,68.5137299014
Ikorodu City,971,68.5012088764
Abu Qair Semad,972,68.4996925443
Melbourne Victory,973,68.4991184469
Ponte Preta,974,68.496930652
Aktobe,975,68.4947561642
Aarau,976,68.4940264099
Falkirk,977,68.478701652
Al Duhail,978,68.4734145943
Almirante Brown,979,68.4622676664
Notts County,980,68.461552705
Real Murcia,981,68.4589986233
Yacoub El Mansour,982,68.458169955
Jeju FC,983,68.4560634281
Boyacá Chicó,984,68.4436594488
Ingolstadt,985,68.4411201745
USM El Harrach,986,68.4311699462
AmaZulu,987,68.4304402231
Arkadag,988,68.4287022847
Công An Hà Nội,989,68.4250499902
Atlético Huila,990,68.4232271637
Farense,991,68.4225122209
Real Cundinamarca,992,68.416659703
Unirea Slobozia,993,68.4137556173
Mito Hollyhock,994,68.4079016605
Lokomotive Leipzig,995,68.4028099352
Rouen,996,68.4017153714
Blau-Weiß Linz,997,68.3878509663
ADT,998,68.3703234422
Leones Negros UdeG,999,68.3622434888
Rivers United,1000,68.3563590239
Ibiza,1001,68.3557444188
Vila Nova,1002,68.3484327969
Al Kholood,1003,68.3442554981
Pharco,1004,68.339592481
Nyíregyháza Spartacus,1005,68.3389617264
Náutico,1006,68.3367579178
Robinhood,1007,68.3336165959
Martigues,1008,68.2751162575
Firpo,1009,68.2567909258
Lincoln Red Imps,1010,68.2311395306
Dukla Praha,1011,68.2280547817
Cancún,1012,68.2002612244
Patro Eisden,1013,68.1937628625
Sporting CP II,1014,68.1933980592
AVS,1015,68.1886556232
Boulogne,1016,68.1707804239
Hoffenheim II,1017,68.1594717355
El Gouna,1018,68.152076942
Dinamo City,1019,68.151081474
Podbrezová,1020,68.1485279256
Deportivo Garcilaso,1021,68.1404877425
Foolad,1022,68.1395941358
FC Cartagena,1023,68.1259109743
Wehen Wiesbaden,1024,68.1193448272
Hamrun Spartans,1025,68.1120491423
1º de Agosto,1026,68.1073742954
Etoile du Sahel,1027,68.1010067745
Los Andes,1028,68.0996317871
St Patrick's Athletic,1029,68.0952692034
Gualberto Villarroel SJ,1030,68.0952544301
Sagan Tosu,1031,68.0952529572
Al Gharafa,1032,68.0852414039
Torpedo Kutaisi,1033,68.0821372098
Albirex Niigata,1034,68.0689890866
Željezničar,1035,68.0671814699
Antequera,1036,68.0664519255
Zorya,1037,68.0584269605
San Antonio Bulo Bulo,1038,68.0554940293
Ashdod,1039,68.0252332491
Malavan,1040,67.9991565926
CS Sfaxien,1041,67.9955889234
Júbilo Iwata,1042,67.9938478067
Europa,1043,67.9913107744
Oriente Petrolero,1044,67.9840009479
Karpaty Lviv,1045,67.9424345977
Smouha,1046,67.9405119939
Athletic Club II,1047,67.9398814089
Xelajú,1048,67.9325185061
Telstar,1049,67.9300334366
Shandong Taishan,1050,67.9300171922
HB,1051,67.9231034213
Alianza,1052,67.9182775972
Al Rayyan,1053,67.891922349
Rodina Moskva,1054,67.891371661
Villarreal II,1055,67.8800651065
LNZ Cherkasy,1056,67.869852809
Unionistas de Salamanca,1057,67.8552639351
Meppen,1058,67.8472401159
Montedio Yamagata,1059,67.8362823711
Zob Ahan,1060,67.8317432739
Barakaldo,1061,67.8279101851
Real Avilés,1062,67.8260866198
Puntarenas,1063,67.8154418885
Independiente,1064,67.7958009943
Bromley,1065,67.7921687156
Nouadhibou,1066,67.7920698284
Bnei Sakhnin,1067,67.7899804905
Diriangén,1068,67.7778610668
Benfica II,1069,67.7524164657
Krasava Ypsonas,1070,67.7513223822
Incheon United,1071,67.7443769633
Hapoel Jerusalem,1072,67.7400169006
Iwaki,1073,67.7276011975
Central Norte,1074,67.7246851651
Hearts of Oak,1075,67.7136604604
Teruel,1076,67.7119359181
Chesterfield,1077,67.6893256459
Al Hilal,1078,67.6861108482
Polokwane City,1079,67.6844859464
Al Nasr,1080,67.6763831918
Aurora,1081,67.6586781585
Atlético Rafaela,1082,67.6510200786
Municipal Liberia,1083,67.6487787428
Arda Kardzhali,1084,67.6444708106
Al Riyadh,1085,67.6282467722
Neman Grodno,1086,67.6262375284
Santos Laguna,1087,67.6247107875
Zbrojovka Brno,1088,67.5985233722
Mineros de Zacatecas,1089,67.5897035555
Salford City,1090,67.5824785731
Olancho,1091,67.5818473602
Orenburg,1092,67.5810199636
Alemannia Aachen,1093,67.5777380977
Pontevedra,1094,67.5704450886
Rheindorf Altach,1095,67.5638814113
Novi Pazar,1096,67.5624228203
Csikszereda,1097,67.5624228203
Malacateco,1098,67.5601668516
Durban City,1099,67.5594067712
Real Oruro,1100,67.555844411
Puebla,1101,67.5536032202
Ghazl El Mahalla,1102,67.551749208
Horoya,1103,67.5453517882
Zamora,1104,67.5390855616
Mangasport,1105,67.5305838094
Ourense CF,1106,67.5193950379
Real Tomayapo,1107,67.5193802703
Hassania Agadir,1108,67.5174729859
Torpedo BelAZ,1109,67.5110084134
Universidad Concepción,1110,67.4785415074
Alvarado,1111,67.4716136156
Fakel,1112,67.4679821369
Academia Puerto Cabello,1113,67.4351515665
Real Cartagena,1114,67.4318700265
Copiapó,1115,67.4311407964
Cobán Imperial,1116,67.4208783008
Vardar Skopje,1117,67.4194879304
Algeciras,1118,67.4096434376
Cambridge United,1119,67.4096434376
Al Khaldiya,1120,67.4069124613
Jahn Regensburg,1121,67.3987051898
HJK,1122,67.3782873455
Alcorcón,1123,67.3640679434
Kolos Kovalivka,1124,67.3560468031
Nasarawa United,1125,67.3548380112
Athletic Club MG,1126,67.3538444611
Al Talaba,1127,67.3436380293
Unión La Calera,1128,67.3323334703
ML Vitebsk,1129,67.3246918577
Damac,1130,67.3245131566
Singida Black Stars,1131,67.3227539174
Värnamo,1132,67.311566731
San Martín Formosa,1133,67.2889478568
Ratchaburi,1134,67.2867589087
Medeama,1135,67.2826659292
ZESCO United,1136,67.2797331631
Colón,1137,67.2718127166
Al Hazem,1138,67.2701904866
Carl Zeiss Jena,1139,67.2433908829
UCV,1140,67.2302517208
Lugo,1141,67.2295373556
Omonia Aradippou,1142,67.2280790972
Unión Española,1143,67.2196793752
1860 München,1144,67.2193295774
Haras El Hodood,1145,67.2170433572
Stuttgart II,1146,67.2051117193
Akritas,1147,67.2025598107
Petrocub,1148,67.1923522208
Progreso,1149,67.1657251471
Golden Arrows,1150,67.1634537746
La Serena,1151,67.1617151151
Livingston,1152,67.1300145588
Marumo Gallants,1153,67.1251767049
Bodrum FK,1154,67.1230883161
La Equidad,1155,67.1088566313
Aluminium Arak,1156,67.1083281854
Slovácko,1157,67.1074132567
Maniema Union,1158,67.1052933356
Juventud Torremolinos,1159,67.1048615188
Ferroviária,1160,67.0964625052
Žalgiris,1161,67.0942900806
Sport Huancayo,1162,67.0851620702
Táborsko,1163,67.0713248065
Ordabasy,1164,67.0421630747
Sochaux,1165,67.0377888652
Almagro,1166,67.0370450689
Villa Mitre,1167,67.0366805522
Vaduz,1168,67.0294050004
Oleksandria,1169,67.0221147223
OFI,1170,67.0173760612
Yverdon Sport,1171,67.0031601701
Larissa,1172,66.9962345298
Cobreloa,1173,66.9769010504
Concarneau,1174,66.9718127979
Atlético Tembetary,1175,66.9590405776
Lokomotiv Plovdiv,1176,66.9532233958
Colchester United,1177,66.9528589001
Al Okhdood,1178,66.9421099099
Cambuur,1179,66.9379146546
Botafogo SP,1180,66.9338904874
Persib Bandung,1181,66.9335245247
Sileks,1182,66.9215126106
Venados,1183,66.9174351951
Arezzo,1184,66.906204203
Breidablik,1185,66.8941762814
Aalesund,1186,66.8919893973
Aduana Stars,1187,66.8915260905
Samartex,1188,66.89006817
Sagrada Esperança,1189,66.8647208949
Chadormalu SC,1190,66.8575499977
El Gaish,1191,66.8528916918
Dinamo Tbilisi,1192,66.8504392233
Drochtersen / Assel,1193,66.8413275018
Bibiani Gold Stars,1194,66.8277434367
Waldhof Mannheim,1195,66.822739767
Adelaide United,1196,66.8179855229
Britannia,1197,66.7931343707
Ajaccio,1198,66.763843535
Pardubice,1199,66.7553156665
Lion City Sailors,1200,66.7529143982
Utebo,1201,66.7513067646
Ružomberok,1202,66.7338135038
Kauno Žalgiris,1203,66.732720182
River Plate,1204,66.7148479499
RC Kouba,1205,66.7100262353
Abia Warriors,1206,66.7045435858
BG Pathum United,1207,66.6988113842
Kongsvinger,1208,66.6951833001
Naft,1209,66.6827801514
Sevilla II,1210,66.6787839965
Tepatitlán,1211,66.6481044169
Wiliete,1212,66.6362139368
Cibao,1213,66.6349692476
Gillingham,1214,66.6339601799
Grazer AK,1215,66.6310448577
Osasuna II,1216,66.6274007132
Al Riffa,1217,66.6254000291
Tapatío,1218,66.6142138282
Metropolitan,1219,66.6141976926
Macarthur,1220,66.6080706709
Londrina,1221,66.6051568723
Hapoel Petah Tikva,1222,66.6048072223
Comunicaciones,1223,66.6047391818
Sporting San José,1224,66.6010951035
Siwelele,1225,66.5937762084
Suwon Bluewings,1226,66.5851130782
Sumqayıt,1227,66.5833072921
Felgueiras 1932,1228,66.5534265635
Dinamo Samarqand,1229,66.5470532498
Kalba,1230,66.5364858694
Richards Bay,1231,66.5314642049
Würzburger Kickers,1232,66.5206313523
Zimbru,1233,66.5133436285
The New Saints,1234,66.5056915581
Los Chankas,1235,66.5027617371
Sochi,1236,66.5020477293
Al-Ittihad,1237,66.4897260347
Independiente,1238,66.4877688498
Milton Keynes Dons,1239,66.4798205725
Start,1240,66.474719306
Dundee,1241,66.4739905552
Tatran Prešov,1242,66.4688893093
Royal Pari,1243,66.4317088766
Amazonas,1244,66.4244216013
Örgryte,1245,66.412048074
Plaza Colonia,1246,66.4102115203
Versailles,1247,66.383263943
Al Mokawloon,1248,66.3828007989
Leones del Norte,1249,66.381063074
Bravos do Maquis,1250,66.3796876726
Crewe Alexandra,1251,66.3675968725
İmişli,1252,66.3675968725
APR,1253,66.3631097739
Kheybar Khorramabad,1254,66.3441001765
Čukarički,1255,66.3420927031
Atlético Grau,1256,66.3398918969
Fleetwood Town,1257,66.3351702207
Śląsk Wrocław,1258,66.3344415402
Radnički Kragujevac,1259,66.3293407875
Beijing Guoan,1260,66.3285958834
El Bayadh,1261,66.317218869
Grimsby Town,1262,66.3056589579
Floriana,1263,66.2925430351
Teuta Durrës,1264,66.277241276
Penafiel,1265,66.2688618102
San Marcos,1266,66.2622892465
Enugu Rangers,1267,66.2552669858
Miramar Misiones,1268,66.2418873658
Bohemians,1269,66.2357087494
Zarzis,1270,66.2356099678
Ulm,1271,66.2342514895
Zemplín Michalovce,1272,66.2273295252
Barnet,1273,66.2233220875
San-Pédro,1274,66.2177425042
Volta Redonda,1275,66.2072776937
Al-Karma,1276,66.1996294586
Montego Bay United,1277,66.1882644051
Aluminij,1278,66.1865270439
Valur,1279,66.1832483233
Erzgebirge Aue,1280,66.1715907107
Universitario de Vinto,1281,66.1686615684
Magesi,1282,66.1652988656
Caracas,1283,66.1548183043
SuperSport United,1284,66.1529128098
Academia Quintana,1285,66.1463701557
Ngezi Platinum,1286,66.1447000818
Vasas,1287,66.1380756006
Remo Stars,1288,66.1339535048
Enyimba,1289,66.1306749041
Llapi,1290,66.0912489116
VfB Oldenburg,1291,66.0845259056
Atlético Morelia,1292,66.0830007831
Arenas Getxo,1293,66.0772403871
Železničar Pančevo,1294,66.0768761122
Charleston Battery,1295,66.0738939004
Valenciennes,1296,66.0674049958
Enosis,1297,66.0568411319
Metalist 1925 Kharkiv,1298,66.0557483229
ASKO de Kara,1299,66.0549048836
AFAD,1300,66.0490765861
Nizhny Novgorod,1301,66.0462773459
Corvinul Hunedoara,1302,66.0437274781
Stade-Lausanne-Ouchy,1303,66.0335280524
Budućnost,1304,66.0335280524
Independiente Juniors,1305,66.0331490362
Managua,1306,66.0301655386
Guanacasteca,1307,66.0177967771
Olimpo,1308,66.0160287391
Wanderers,1309,66.0018226903
Deinze,1310,66.0007446752
Sestao River,1311,65.9949165977
Catania,1312,65.9850817707
Achuapa,1313,65.9824640006
Partizani Tirana,1314,65.977796757
Talavera,1315,65.9763397588
Otôho d'Oyo,1316,65.9702147648
Radomlje,1317,65.9617698574
Al Najma,1318,65.9612270788
Asswehly,1319,65.9465388497
Egersund,1320,65.9424649663
Imabari,1321,65.9398990609
Fajr Sepasi,1322,65.9393725127
Fleury,1323,65.9370013651
Marquense,1324,65.9307413003
Hércules,1325,65.9206106865
Dreams,1326,65.9179622824
Al Ramtha,1327,65.9164255772
Feirense,1328,65.9038559644
Guarani SP,1329,65.8896362766
Paysandu,1330,65.8859940078
Kara,1331,65.8818873872
Gaborone United,1332,65.8780226353
Niger Tornadoes,1333,65.8731460051
Liège,1334,65.8499507976
Árabe Unido,1335,65.8487901416
TSC,1336,65.8222705551
São Bernardo,1337,65.7974897265
Etoile Matoury,1338,65.7965098384
AGMK,1339,65.7856714886
Numancia,1340,65.7811153957
Argentino Monte Maíz,1341,65.7774586535
Esenler Erokspor,1342,65.7494303724
US Biskra,1343,65.7442329509
Al Nejmeh,1344,65.7373995608
Zhenys Astana,1345,65.7341344058
Rahimo,1346,65.7300134721
Komárno,1347,65.7217520767
Kahraba Ismailia,1348,65.7121845637
Eupen,1349,65.7086414923
Réal Bamako,1350,65.7006967472
Al Ittihad Ahli Aleppo,1351,65.6967931152
El Qanah,1352,65.6939027377
Orléans,1353,65.6929817854
Lommel,1354,65.6846057336
Scotland Mabvuku,1355,65.6788461606
Sarmiento de La Banda,1356,65.6762149823
SD Logroñés,1357,65.6733163503
All Saints United,1358,65.6670413151
Guadalajara,1359,65.6569286949
Shooting Stars,1360,65.6557213229
Nations,1361,65.6397141597
Mura,1362,65.6296163542
Wikki Tourists,1363,65.6167559091
Stade d'Abidjan,1364,65.5985481369
Dinamo Brest,1365,65.5946573217
Dukagjini,1366,65.5908176036
Borneo,1367,65.5902712846
Deportes Antofagasta,1368,65.5859029497
Skalica,1369,65.5840969493
Arenteiro,1370,65.5826403523
Ironi Tiberias,1371,65.5808196082
Ternana,1372,65.5746290957
Şamaxı,1373,65.5702593384
Slavia,1374,65.5680744648
Al-Akhdar,1375,65.5619512188
Velež,1376,65.5571501468
Moghreb Tétouan,1377,65.5555948428
Lokomotiv Sofia 1929,1378,65.5473183324
Haugesund,1379,65.5473183324
Deportes Iquique,1380,65.547303585
Pérez Zeledón,1381,65.5432448076
Brusque,1382,65.5414773566
JS El Biar,1383,65.5359313032
Aubagne,1384,65.5356658994
Magallanes,1385,65.5298249715
OFK Beograd,1386,65.5272907722
Bayelsa United,1387,65.5260835101
Tranmere Rovers,1388,65.4988885337
Central Coast Mariners,1389,65.4872202802
Cacereño,1390,65.4846876271
Ajman,1391,65.4819602883
Al Qadsia,1392,65.4775908155
Marbella,1393,65.4741280705
Trenčín,1394,65.4741280705
Caen,1395,65.4683021418
Port,1396,65.4613676657
Erbil,1397,65.4606431106
Seoul E-Land,1398,65.45262886
Botev Plovdiv,1399,65.448275694
Consadole Sapporo,1400,65.4318744119
Isloch,1401,65.4122287989
San Francisco,1402,65.4019658999
Benevento,1403,65.3983928598
Cavalier,1404,65.3819242634
Mictlán,1405,65.3775712217
Salernitana,1406,65.3710854809
Spartak Kostroma,1407,65.3707213861
Lyn,1408,65.3707213861
Al-Nasr,1409,65.3693322097
Slavia Sofia,1410,65.3663522553
Alianza,1411,65.3637356203
FCI Levadia,1412,65.3485117776
Nassaji Mazandaran,1413,65.3468769658
Orbit College,1414,65.3451362594
Sanluqueño,1415,65.3441427152
Santiago Wanderers,1416,65.3168216349
Polonia Warszawa,1417,65.3110110964
Inter Club d'Escaldes,1418,65.2993606012
Al Ahed,1419,65.2982558376
Génesis,1420,65.2932692512
Plateau United,1421,65.2930564755
Kabwe Warriors,1422,65.2781294848
Lusitânia Lourosa,1423,65.2778802516
Veres Rivne,1424,65.2658659607
Primorje,1425,65.2465704945
Blaublitz Akita,1426,65.2443699043
Paços de Ferreira,1427,65.2429298699
Erzurumspor FK,1428,65.2320080525
Black Bulls Maputo,1429,65.2309830708
Rukh Vynnyky,1430,65.2280034072
Figueirense,1431,65.227260547
Rangers,1432,65.2130623577
Panserraikos,1433,65.2105287238
Phönix Lübeck,1434,65.1985150041
Široki Brijeg,1435,65.1985150041
UD Logroñés,1436,65.1865013863
Barcelona II,1437,65.1792204554
Drenica Skënderaj,1438,65.1761099499
Gimnástica Segoviana,1439,65.1715755183
Admira Wacker,1440,65.1690272151
Metaloglobus,1441,65.1682991294
Al Ittihad,1442,65.1583713009
Concepción,1443,65.1453498758
FeralpiSalò,1444,65.1424523269
Bandırmaspor,1445,65.1417242548
Sportivo Belgrano,1446,65.1318805749
Stjarnan,1447,65.1308032182
Warri Wolves,1448,65.1281401628
Unterhaching,1449,65.1158779379
Jaraaf,1450,65.1157631132
Al Dhafra,1451,65.1124232513
Irapuato,1452,65.1088934286
Simba Bhora,1453,65.1068444241
Melgar II,1454,65.1020301492
Santos de Guápiles,1455,65.0914202163
Dakota,1456,65.0830315918
Cosenza,1457,65.0663708193
Puszcza Niepołomice,1458,65.0612745968
Gorée,1459,65.058975687
Bucheon 1995,1460,65.0565261944
Águila,1461,65.0528181846
Fosa Juniors,1462,65.0420491091
Deportivo La Coruña II,1463,65.0419819208
Talleres Remedios,1464,65.0386910901
Aigle Noir,1465,65.0254867383
Barrow,1466,65.0132254024
Crawley Town,1467,65.0117693918
Portmore United,1468,65.004769278
9 de Octubre,1469,64.9957386319
Artis Brno,1470,64.9921133948
Ironi Kiryat Shmona,1471,64.9892014186
Wellington Phoenix,1472,64.9873652251
Sant Andreu,1473,64.9684537616
Lyngby,1474,64.9509822873
Sogdiana,1475,64.9256890191
Vora,1476,64.9149480551
Falkenberg,1477,64.9127641918
Arsenal Tula,1478,64.900025057
Oldham Athletic,1479,64.8876500077
Universitario II,1480,64.8821757213
Le Puy Foot,1481,64.8778228402
Tampines Rovers,1482,64.8765166252
Vision,1483,64.8751763799
Nam Định,1484,64.86142817
Nibbiano & Valtidone,1485,64.8570768228
Kwara United,1486,64.8569620192
9 de Julio Rafaela,1487,64.8435955332
Selangor,1488,64.8432301046
Club Franciscain,1489,64.8424343244
Hà Nội,1490,64.8384986461
KF Gostivari,1491,64.832691544
